OBJECTID,CENTERLINE_TAG,BIKE_LANE,L_ADD_FROM,L_ADD_TO,R_ADD_FROM,R_ADD_TO,L_ZIP,R_ZIP,COUNTY_LEFT,COUNTY_RIGHT,CITY_LEFT,CITY_RIGHT,TWP_LEFT,TWP_RIGHT,OPER_STATUS,MAINT_JURIS,TFARE,STRCLASS,STRSUBTYPE,SPD_LIM,ONE_WAY,ONE_WAY_DIR,PRE_DIR,STREET_NAME,STREET_TYPE,SUF_DIR,FULL_STNAME,STR_LABEL
84558,139151,BOTH,2425,2429,2424,2428,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
104662,101311,BOTH,8500,8598,8501,8599,46278,46278,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,SECONDARY ARTERIAL,B,5,45, , ,,LAFAYETTE,RD,,LAFAYETTE RD,LAFAYETTE RD
104658,101320,BOTH,8600,8608,8601,8609,46278,46278,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,SECONDARY ARTERIAL,B,5,45,,,,LAFAYETTE,RD,,LAFAYETTE RD,LAFAYETTE RD
81580,117253,NORTH,1401,1599,1400,1598,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
81581,117262,NORTH,1741,1899,1740,1898,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
81583,177964,SOUTH,1539,1599,1538,1598,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
84403,190231,BOTH,2200,2248,2201,2249,46220,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84405,134415,BOTH,1800,1804,1801,1803,46220,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84407,190227,BOTH,1820,1898,1821,1899,46220,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84411,190225,BOTH,1756,1798,1751,1799,46220,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84414,190218,BOTH,1536,1542,1537,1547,46205,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84417,134408,BOTH,1734,1738,1733,1733,46220,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84419,190223,BOTH,1728,1732,1729,1731,46220,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84421,134411,BOTH,1700,1704,1701,1703,46220,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84425,134410,BOTH,2000,2030,2001,2011,46205,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
84429,134413,BOTH,1900,1908,1901,1919,46220,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35,,,E,52ND,ST,,52ND ST,52ND ST
256296,137794,EAST,3800,3898,3801,3899,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,25, , ,N,ILLINOIS,ST,,ILLINOIS ST,ILLINOIS ST
93433,192871,BOTH,3801,3807,3800,3806,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
98279,140225,BOTH,2826,3026,2827,3027,46201,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,FT,EAST,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
98284,195095,BOTH,3034,3040,3035,3041,46201,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,FT,EAST,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
83430,189863,NORTH,1432,1498,1433,1499,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
83360,117733,NORTH,618,628,619,629,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
83370,189798,NORTH,612,616,613,617,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
98274,136459,BOTH,2804,2824,2805,2825,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35,FT,EAST,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
90427,140044,BOTH,3952,4298,3951,4013,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35, , ,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
90433,115119,BOTH,4500,4698,4501,4545,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35, , ,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
90435,115247,BOTH,4700,4798,4547,4799,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,SECONDARY ARTERIAL,B,5,35, , ,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
106227,139627,BOTH,2501,2899,2500,2898,46268,46268,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,B,5,40, , ,,WESTLANE,RD,,WESTLANE RD,WESTLANE RD
94109,138116,SOUTH,405,413,404,412,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
106407,109556,BOTH,3101,3145,3100,3144,46268,46268,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,C,5,40, , ,,WESTLANE,RD,,WESTLANE RD,WESTLANE RD
106409,109700,BOTH,3301,3465,3300,3466,46268,46268,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,C,5,40, , ,W,71ST,ST,,71ST ST,71ST ST
106232,116766,BOTH,2401,2499,2400,2498,46268,46268,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,B,5,40, , ,,WESTLANE,RD,,WESTLANE RD,WESTLANE RD
107054,116794,BOTH,1401,1643,1400,1644,46260,46260,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY ARTERIAL,B,5,40, , ,,WESTLANE,RD,,WESTLANE RD,WESTLANE RD
107152,196025,BOTH,6192,6198,6193,6199,46254,46254,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,B,5,45,,,,LAFAYETTE,RD,,LAFAYETTE RD,LAFAYETTE RD
107151,110572,BOTH,5850,5852,5851,5853,46254,46254,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,B,5,45,,,,LAFAYETTE,RD,,LAFAYETTE RD,LAFAYETTE RD
254078,104547,BOTH,6432,6768,6431,6767,46278,46278,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PIKE,PIKE,BUILT,DPW,PRIMARY ARTERIAL,B,5,45, , ,,LAFAYETTE,RD,,LAFAYETTE RD,LAFAYETTE RD
93177,192856,BOTH,3927,3999,3926,3998,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
93178,132038,BOTH,3721,3799,3720,3798,46227,46227,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,PERRY,PERRY,BUILT,DPW,SECONDARY ARTERIAL,C,5,40,,,,SHELBY,ST,,SHELBY ST,SHELBY ST
90831,115309,BOTH,4900,4998,4901,4999,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,40, , ,E,RAYMOND,ST,,RAYMOND ST,RAYMOND ST
113047,136009,NORTH,2926,2928,2901,2905,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
113055,136012,NORTH,2948,2998,2927,2999,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
113056,135975,NORTH,3000,3008,3001,3009,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
108611,143826,BOTH,7976,7998,7975,7999,46250,46250,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,5,45,,,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
113041,135968,SOUTH,3200,3298,3201,3299,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
113042,136003,SOUTH,2926,2998,2927,2999,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
138215,123556,BOTH,2000,2048,2001,2049,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35, , ,,BROAD RIPPLE,AVE,,BROAD RIPPLE AVE,BROAD RIPPLE AVE
138238,123555,BOTH,2050,2098,2051,2099,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35, , ,,BROAD RIPPLE,AVE,,BROAD RIPPLE AVE,BROAD RIPPLE AVE
152568,115340,SOUTH,6000,6024,6001,6025,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,SECONDARY ARTERIAL,B,5,40,,,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
111425,138971,BOTH,1839,1849,1832,1852,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
138208,123553,BOTH,2100,2198,2101,2199,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,35, , ,,BROAD RIPPLE,AVE,,BROAD RIPPLE AVE,BROAD RIPPLE AVE
156907,131411,SOUTH,1137,1249,1136,1248,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,EAST,W,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
156921,131487,SOUTH,701,821,700,820,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,EAST,W,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
156964,140448,SOUTH,601,699,600,698,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,EAST,W,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
156968,148412,SOUTH,1339,1449,1338,1448,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,EAST,W,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
108036,138885,BOTH,1101,1105,1100,1104,46203,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
108041,178016,BOTH,1107,1119,1106,1118,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
108043,146708,BOTH,1207,1231,1206,1218,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
108044,138888,BOTH,1201,1205,1200,1204,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30, , ,S,EAST,ST,,EAST ST,EAST ST
146854,200721,BOTH,0,0,0,0,46205,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,VACATED,PRIVATE,,C,6,-1,N,,E,52ND,ST,,52ND ST,52ND ST
156988,131641,BOTH,340,398,341,399,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35, , ,N,WHITE RIVER PKWY,WDR,,WHITE RIVER PKWY WDR,WHITE RIVER PKWY WDR
156991,131435,NORTH,1223,1299,1222,1298,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,WEST,W,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
156992,131640,EAST,0,0,301,339,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35, , ,N,WHITE RIVER PKWY,WDR,,WHITE RIVER PKWY WDR,WHITE RIVER PKWY WDR
156938,148414,NORTH,1477,1499,1476,1498,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,WEST,W,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
156948,141142,SOUTH,1301,1337,1300,1336,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,EAST,W,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
156995,131638,BOTH,440,498,441,499,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35, , ,N,WHITE RIVER PKWY,WDR,,WHITE RIVER PKWY WDR,WHITE RIVER PKWY WDR
156953,145043,NORTH,1171,1213,1170,1212,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,WEST,W,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
156895,194891,NORTH,1401,1449,1400,1448,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,WEST,W,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
156900,131437,NORTH,1215,1221,1214,1220,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,WEST,W,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
108647,106356,BOTH,8076,8098,8077,8099,46250,46250,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,5,45,,,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
108648,106349,BOTH,8106,8198,8119,8199,46250,46250,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,5,45, , ,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
108673,106039,BOTH,8200,8348,8201,8349,46250,46250,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,LOCAL STREET,D,7,30,,,,ALLISON POINTE,BLVD,,ALLISON POINTE BLVD,ALLISON POINTE BLVD
113329,184977,NORTH,3750,3798,3751,3799,46201,46201,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
108452,129572,SOUTH,1401,1411,0,0,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,,BURDSAL,PKWY,,BURDSAL PKWY,BURDSAL PKWY
108453,196569,SOUTH,1533,1599,0,0,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,,BURDSAL,PKWY,,BURDSAL PKWY,BURDSAL PKWY
168100,124841,BOTH,988,998,989,999,46219,46219,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,PRIMARY COLLECTOR,D,7,30, , ,N,RITTER,AVE,,RITTER AVE, 
168104,203589,BOTH,5522,5598,5523,5599,46219,46219,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,,,E,10TH,ST,,10TH ST,10TH ST
162543,171338,SOUTH,600,612,601,609,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
166560,203284,NORTH,1045,1099,1046,1098,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,WEST,W,30TH,ST,,30TH ST,30TH ST
168063,124765,BOTH,5700,5722,5651,5675,46219,46219,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,,,E,10TH,ST,,10TH ST,10TH ST
168069,124767,BOTH,5600,5610,5601,5611,46219,46219,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,,,E,10TH,ST,,10TH ST,10TH ST
138552,114036,BOTH,6300,6398,6301,6399,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,5,45, , ,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
138553,114026,BOTH,6400,6498,6401,6499,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,5,45, , ,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
138555,123282,BOTH,6000,6004,6001,6005,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,5,45, , ,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
138560,123281,BOTH,6006,6098,6007,6099,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,5,45, , ,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
138564,114051,BOTH,6258,6298,6249,6299,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,5,45, , ,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
146867,200742,BOTH,0,0,0,0,46205,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,PLATTED,DPW,,C,6,-1,N,,E,46TH,ST,,46TH ST,46TH ST
198633,144641,BOTH,6250,6298,6201,6205,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,LOCAL STREET,C,5,40,,,,SOUTHEASTERN,AVE,,SOUTHEASTERN AVE,SOUTHEASTERN AVE
124957,198553,BOTH,1008,1024,1009,1025,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,25,,,,BROAD RIPPLE,AVE,,BROAD RIPPLE AVE,BROAD RIPPLE AVE
125266,198588,BOTH,1026,1098,1027,1099,46220,46220,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,PRIMARY COLLECTOR,C,5,25,,,,BROAD RIPPLE,AVE,,BROAD RIPPLE AVE,BROAD RIPPLE AVE
205686,138918,WEST,1601,1699,1600,1698,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
148131,134396,BOTH,4548,4588,4549,4589,46205,46205,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WASHINGTON,WASHINGTON,BUILT,DPW,SECONDARY ARTERIAL,B,7,45,,,,ALLISONVILLE,RD,,ALLISONVILLE RD,ALLISONVILLE RD
162236,131462,NORTH,701,899,700,898,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,WEST,W,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
186081,129555,BOTH,1000,1398,1001,1399,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35, , ,N,WHITE RIVER PKWY,WDR,,WHITE RIVER PKWY WDR,WHITE RIVER PKWY WDR
161605,202483,BOTH,876,960,875,959,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,REMOVED,DPW,,C,6,-1,N,,N,WHITE RIVER PKWY,EDR,,WHITE RIVER PKWY EDR,WHITE RIVER PKWY EDR
226620,145559,BOTH,9001,9123,9000,9124,46113,46113,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,DECATUR,DECATUR,BUILT,DPW,PRIMARY COLLECTOR,D,7,30, , ,,HEARTLAND,BLVD,,HEARTLAND BLVD,HEARTLAND BLVD
184165,204875,BOTH,1426,1428,1427,1429,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,,,N,WHITE RIVER PKWY,WDR,,WHITE RIVER PKWY WDR,WHITE RIVER PKWY WDR
226643,154480,BOTH,8701,8799,8700,8798,46113,46113,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,DECATUR,DECATUR,BUILT,DPW,PRIMARY COLLECTOR,D,7,30, , ,,HEARTLAND,BLVD,,HEARTLAND BLVD,HEARTLAND BLVD
193837,206645,SOUTH,817,823,816,820,46208,46208,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,EAST,W,29TH,ST,,29TH ST,29TH ST
226650,147164,BOTH,9125,9199,9126,9198,46113,46113,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,DECATUR,DECATUR,BUILT,DPW,PRIMARY COLLECTOR,D,7,30, , ,,HEARTLAND,BLVD,,HEARTLAND BLVD,HEARTLAND BLVD
270694,117895,SOUTH,1000,1018,1001,1019,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
