X,Y,OBJECTID,ADDRESS_BLOCK,PRE_DIR,STREET_NAME,SUFFIX,SUF_DIR,FULL_ADDRESS,METER_NUMBER,SPACE_NUMBER,SPACE_TYPE,INSTALL_DATE,HOURLY_RATE,DAILY_RATE,RATE_INCREASE_DATE,ZONE_NAME,OP_HOURS,OP_DAYS,PAY_TYPE
-86.159960748112766,39.763246856468392,68489,200,S,ILLINOIS,ST,E,200 S ILLINOIS ST,,7347,SINGLE SPACE,2014-12-17T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.154544158659718,39.762089231856905,68490,300,S,DELAWARE,ST,E,300 S DELAWARE ST,,5839,MULTI SPACE,2012-11-30T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.156391471729165,39.777894406372624,68491,0000,E,ST CLAIR,ST,S,0000 E ST CLAIR ST,ESTC000027,2193,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.15713315975789,39.764906884038638,68492,0000,E,CHESAPEAKE,ST,S,0000 E CHESAPEAKE ST,ECH 000019,5179,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.166544784240173,39.770171622885087,68493,400,W,OHIO,ST,N,400 W OHIO ST,,3118,MULTI SPACE,2012-08-23T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.161138298134546,39.78120089445548,68494,1000,N,CAPITOL,AVE,E,1000 N CAPITOL AV,,9701,MULTI SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.161886060229804,39.782208118202981,68495,200,W,11TH,ST,S,200 W 11TH ST,,7725,MULTI SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.162974279049322,39.787890272495801,68496,1500,N,SENATE,AVE,E,1500 N SENATE AV,NS  001513,8946,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.154286994930388,39.769526438755015,68497,100,N,DELAWARE,ST,E,100 N DELAWARE ST,ND  000129,1153,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.173887580393384,39.780991717048686,68498,900,W,010TH,ST,N,900 W 010TH ST,,4201,SINGLE SPACE,2012-10-11T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.161291855343094,39.78032774796678,68499,900,N,CAPITOL,AVE,W,900 N CAPITOL AV,,9757,MULTI SPACE,2016-02-26T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.150751953953915,39.768045880164046,68500,000,N,NEW JERSEY,ST,E,000 N NEW JERSEY ST,NNJ 000101,3446,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157956348938157,39.772922717997304,68501,400,N,MERIDIAN,ST,W,400 N MERIDIAN ST,NM  000402,8405,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.161268407623041,39.781582523534567,68502,1000,N,CAPITOL,AVE,W,1000 N CAPITOL AV,,9719,MULTI SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.157934669750162,39.773347866448837,68503,400,N,MERIDIAN,ST,W,400 N MERIDIAN ST,NM  000416,8408,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.157059899946205,39.777909632368342,68504,0000,E,ST CLAIR,ST,S,0000 E ST CLAIR ST,ESTC000009,2184,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.150753512571185,39.767644763388041,68505,000,N,NEW JERSEY,ST,E,000 N NEW JERSEY ST,NNJ 000101,3441,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.154284195694871,39.769582064952807,68506,100,N,DELAWARE,ST,E,100 N DELAWARE ST,ND  000131,1154,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.150408911878557,39.768270623291855,68507,400,E,MARKET,ST,S,400 E MARKET ST,,5491,MULTI SPACE,2014-09-05T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157643570965661,39.776202938962257,68508,600,N,MERIDIAN,ST,E,600 N MERIDIAN ST,NM  000617,2238,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.161272143889363,39.782104395418159,68509,1000,N,CAPITOL,AVE,W,1000 N CAPITOL AV,,9728,MULTI SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.15773234714915,39.773728033345847,68510,400,N,MERIDIAN,ST,E,400 N MERIDIAN ST,NM  000427,8425,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.145901773764322,39.777080102315836,68511,700,,MASSACHUSETTS,AVE,,700 MASSACHUSETTS AV,MAS 000739,2087,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.161344634631774,39.77864032368042,68512,800,N,CAPITOL,AVE,W,800 N CAPITOL AV,,9786,MULTI SPACE,2016-03-11T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.150719084615943,39.771959534767021,68513,300,N,NEW JERSEY,ST,W,300 N NEW JERSEY ST,NNJ 000303,4510,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.161281897725914,39.780878274908808,68514,900,N,CAPITOL,AVE,W,900 N CAPITOL AV,,9765,MULTI SPACE,2016-02-26T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.158107227113817,39.780387057340484,68515,0000,W,ST JOSEPH,ST,S,0000 W ST JOSEPH ST,WSTJ000007,8898,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.161108244228245,39.761586045278456,68516,100,W,SOUTH,ST,N,100 W SOUTH ST,WS  000114,7466,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.156211761201988,39.777998298338723,68517,0000,E,ST CLAIR,ST,N,0000 E ST CLAIR ST,ESTC000036,2167,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.158101452443915,39.769515818092692,68518,100,N,MERIDIAN,ST,W,100 N MERIDIAN ST,NM  000110,9574,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.163372670214713,39.774618391664347,68519,500,N,SENATE,AVE,W,500 N SENATE AV,,3137,MULTI SPACE,2013-12-11T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.154552003980967,39.767921431592576,68520,0000,N,DELAWARE,ST,W,0000 N DELAWARE ST,ND  000018,1105,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.161287785494054,39.780406405925589,68521,900,N,CAPITOL,AVE,W,900 N CAPITOL AV,,9758,MULTI SPACE,2016-02-26T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.162821955213843,39.782211270085739,68522,200,W,11TH,ST,S,200 W 11TH ST,,7731,SINGLE SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.15399225729189,39.761417647459261,68523,200,E,SOUTH,ST,N,200 E SOUTH ST,,5804,ADA,2012-11-30T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.162724690159834,39.782215260504138,68524,200,W,11TH,ST,S,200 W 11TH ST,,7730,SINGLE SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.150761067588491,39.76747619807621,68525,000,N,NEW JERSEY,ST,E,000 N NEW JERSEY ST,NNJ 000101,3439,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.153042788154536,39.769898269171591,68526,200,E,OHIO,ST,N,200 E OHIO ST,EO  000216,2016,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.154543055238832,39.768089771944823,68527,0000,N,DELAWARE,ST,W,0000 N DELAWARE ST,ND  000024,1102,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.149532852815341,39.768243211318115,68528,400,E,MARKET,ST,S,400 E MARKET ST,,5452,MULTI SPACE,2014-09-05T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.161042157076352,39.761456271571191,68529,100,W,SOUTH,ST,S,100 W SOUTH ST,WS  000113,7486,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.158677964392325,39.761533925540448,68530,0000,W,SOUTH,ST,N,0000 W SOUTH ST,WS  000004,7501,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.161298971234103,39.780027453469366,68531,900,N,CAPITOL,AVE,W,900 N CAPITOL AV,,9753,MULTI SPACE,2016-02-26T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.159889220037769,39.761561732023608,68532,0000,W,SOUTH,ST,N,0000 W SOUTH ST,WS  000024,7511,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157677949849955,39.775257484236278,68533,500,N,MERIDIAN,ST,E,500 N MERIDIAN ST,NM  000529,8459,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.157799024076283,39.771951132924947,68534,300,N,MERIDIAN,ST,E,300 N MERIDIAN ST,NM  000315,5577,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.163372176908979,39.774549761903508,68535,500,N,SENATE,AVE,W,500 N SENATE AV,,3135,MULTI SPACE,2013-12-11T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.161826549512213,39.782308459915456,68536,200,W,11TH,ST,N,200 W 11TH ST,,7705,MULTI SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.156489142846809,39.778002284713672,68537,0000,E,ST CLAIR,ST,N,0000 E ST CLAIR ST,ESTC000028,2163,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.152913065067693,39.76989523808053,68538,200,E,OHIO,ST,N,200 E OHIO ST,EO  000216,2018,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.154140739113316,39.773023126235216,68539,400,N,DELAWARE,ST,E,400 N DELAWARE ST,ND  000405,1602,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.160946437787914,39.761581532202491,68540,100,W,SOUTH,ST,N,100 W SOUTH ST,WS  000110,7464,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.161139321476753,39.781343873123262,68541,1000,N,CAPITOL,AVE,E,1000 N CAPITOL AV,,9703,MULTI SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.163372409858695,39.774582170401786,68542,500,N,SENATE,AVE,W,500 N SENATE AV,,3136,MULTI SPACE,2013-12-11T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.154679545271776,39.760305745537565,68543,400,S,DELAWARE,ST,E,400 S DELAWARE ST,,5882,MULTI SPACE,2015-12-07T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.161369308487551,39.778204120184768,68544,800,N,CAPITOL,AVE,W,800 N CAPITOL AV,,9780,MULTI SPACE,2016-03-11T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.15450765670515,39.762568545219629,68545,300,S,DELAWARE,ST,E,300 S DELAWARE ST,,5831,MULTI SPACE,2012-11-30T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.157992399028856,39.767550421878227,68546,0000,N,MERIDIAN,ST,E,0000 N MERIDIAN ST,NM  000001,9540,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.157695414101028,39.774888937107427,68547,500,N,MERIDIAN,ST,E,500 N MERIDIAN ST,NM  000517,8453,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.154550175100653,39.767975567595428,68548,0000,N,DELAWARE,ST,W,0000 N DELAWARE ST,ND  000020,1104,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.154390434592756,39.772153274771107,68549,300,N,DELAWARE,ST,W,300 N DELAWARE ST,ND  000318,1648,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.154621191372357,39.761277508724369,68550,400,S,DELAWARE,ST,E,400 S DELAWARE ST,,5870,SINGLE SPACE,2015-12-07T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.161541912403649,39.761589399213669,68551,100,W,SOUTH,ST,N,100 W SOUTH ST,WS  000120,7469,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.157139972723925,39.766987070247708,68552,0000,E,WASHINGTON,ST,S,0000 E WASHINGTON ST,EW  000005,5002,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.163262436531454,39.776408678858509,68553,600,N,SENATE,AVE,W,600 N SENATE AV,NS  000616,8202,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.161807352290978,39.782215603179132,68554,200,W,11TH,ST,S,200 W 11TH ST,,7724,MULTI SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.157910325711356,39.774410675515796,68555,500,N,MERIDIAN,ST,W,500 N MERIDIAN ST,NM  000506,8432,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.142889608728368,39.779104714893428,68556,800,,MASSACHUSETTS,AVE,,800 MASSACHUSETTS AVE,,2540,SINGLE SPACE,2012-04-26T00:00:00.000Z,1.00,19.00,,02,0700-2000,MON-SAT,
-86.154291158534491,39.769412705564449,68557,100,N,DELAWARE,ST,E,100 N DELAWARE ST,ND  000125,1151,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.157886864147898,39.780390645763937,68558,0000,W,ST JOSEPH,ST,S,0000 W ST JOSEPH ST,WSTJ000003,8896,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.153331519825159,39.769751568677684,68559,200,E,OHIO,ST,S,200 E OHIO ST,EO  000207,2003,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.153903312332531,39.761415161198777,68560,200,E,SOUTH,ST,N,200 E SOUTH ST,,5805,MULTI SPACE,2012-11-30T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.153959161719669,39.769753755996099,68561,200,E,OHIO,ST,S,200 E OHIO ST,EO  000203,2001,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.161340974390242,39.778776173223058,68562,800,N,CAPITOL,AVE,W,800 N CAPITOL AV,,9788,MULTI SPACE,2016-03-11T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.16223429569186,39.782313868637296,68563,200,W,11TH,ST,N,200 W 11TH ST,,7710,MULTI SPACE,2016-02-06T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.152041947984642,39.768270967576285,68564,300,E,MARKET,ST,S,300 E MARKET ST,,5398,MULTI SPACE,2014-10-07T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.155916847137277,39.777825676422339,68565,700,N,PENNSYLVANIA,ST,W,700 N PENNSYLVANIA ST,NP  000720,2409,SINGLE SPACE,2015-09-29T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.149770761244611,39.766970183491246,68566,400,E,WASHINGTON,ST,N,400 E WASHINGTON ST,EW  000414,5447,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.152115069089476,39.769714335504013,68567,300,E,OHIO,ST,S,300 E OHIO ST,EO  000301,2789,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.157679850890986,39.775210986511155,68568,500,N,MERIDIAN,ST,E,500 N MERIDIAN ST,NM  000527,8458,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.158603808032296,39.761532505703862,68569,0000,W,SOUTH,ST,N,0000 W SOUTH ST,WS  000002,7500,ADA,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.154098473030487,39.761417201455856,68570,200,E,SOUTH,ST,N,200 E SOUTH ST,,5803,MULTI SPACE,2012-11-30T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.154547719619003,39.762028680614939,68571,300,S,DELAWARE,ST,E,300 S DELAWARE ST,,5840,MULTI SPACE,2012-11-30T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.157913781684073,39.769287232412744,68572,100,N,MERIDIAN,ST,E,100 N MERIDIAN ST,NM  000103,9556,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.17423289577998,39.780992590369877,68573,900,W,010TH,ST,N,900 W 010TH ST,,4204,SINGLE SPACE,2012-10-11T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.154502047652727,39.768959018402406,68574,100,N,DELAWARE,ST,W,100 N DELAWARE ST,ND  000116,1129,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.175548852321086,39.772142546256397,68575,300,,UNIVERSITY,BLVD,E,300 UNIVERSITY BLVD,UB  000307,3513,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.15798940350551,39.761519167053379,68576,0000,E,SOUTH,ST,N,0000 E SOUTH ST,ES  000004,5501,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,SINGLE
-86.154410591382003,39.771639304068351,68577,300,N,DELAWARE,ST,W,300 N DELAWARE ST,ND  000310,1644,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,SINGLE
-86.154436755986652,39.76142656139703,68578,200,E,SOUTH,ST,N,200 E SOUTH ST,,5800,ADA,2012-11-30T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.146010471933337,39.868400301301712,68579,6200,N,COLLEGE,AVE,E,6200 N COLLEGE AV,NCOL006211,105,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,04,0700-2100,MON-SAT,MULTI
-86.158099736512341,39.769575233131739,65580,100,N,MERIDIAN,ST,W,100 N MERIDIAN ST,NM  000112,9575,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.160098122630473,39.7700419129973,65581,100,W,OHIO,ST,N,100 W OHIO ST,WO  000104,3451,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.165464845433533,39.770153553631488,65582,400,W,OHIO,ST,N,400 W OHIO ST,WO  000414,3075,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.162964682141919,39.78827422224618,65583,1500,N,SENATE,AVE,E,1500 N SENATE AV,NS  001521,8950,ADA,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.145783677651423,39.777358566632884,65584,700,,MASSACHUSETTS,AVE,,700 MASSACHUSETTS AV,MAS 000766,2056,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.143964446352399,39.778616106842222,65585,800,,MASSACHUSETTS,AVE,,800 MASSACHUSETTS AV,MAS 000824,2489,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,
-86.154821809169732,39.769784488922546,65586,100,E,OHIO,ST,S,100 E OHIO ST,EO  000123,2021,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.156654870158604,39.772608157198363,65587,0000,E,VERMONT,ST,S,0000 E VERMONT ST,EV  000025,2612,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.160687910014431,39.769912441718184,65588,100,W,OHIO,ST,S,100 W OHIO ST,WO  000115,3472,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.157806733632057,39.771832284800418,65589,300,N,MERIDIAN,ST,E,300 N MERIDIAN ST,NM  000311,5575,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.157065653218424,39.778014031023766,65590,0000,E,ST CLAIR,ST,N,0000 E ST CLAIR ST,ESTC000012,2155,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.158629895525664,39.780392973655744,65591,0000,W,ST JOSEPH,ST,S,0000 W ST JOSEPH ST,WSTJ000017,8903,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,MULTI
-86.154244666298183,39.77571155641629,65592,600,N,DELAWARE,ST,W,600 N DELAWARE ST,ND  000606,8676,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.165544949676288,39.770164468380329,65593,400,W,OHIO,ST,N,400 W OHIO ST,WO  000416,3076,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
-86.153976625936636,39.777189758242194,65594,700,N,DELAWARE,ST,E,700 N DELAWARE ST,ND  000707,8718,SINGLE SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,03,0700-1800,MON-FRI,SINGLE
-86.175551498089803,39.772677756318643,65595,300,,UNIVERSITY,BLVD,E,300 UNIVERSITY BLVD,UB  000321,3520,MULTI SPACE,2011-01-01T00:00:00.000Z,1.00,19.00,2012-01-02T00:00:00.000Z,02,0700-2000,MON-SAT,MULTI
-86.158000929321503,39.767331296460291,65596,0000,N,MERIDIAN,ST,E,0000 N MERIDIAN ST,NM  000009,9544,MULTI SPACE,2011-01-01T00:00:00.000Z,1.50,24.00,2012-01-02T00:00:00.000Z,01,0700-2100,MON-SAT,MULTI
